18,63,203
402,425,428
138,150,268
43,52,159
74,196,316
115,167,247
29,69,114
220,411,414
26,115,311
129,273,335
18,230,331
1,17,26
218,348,354
13,253,258
91,148,325
36,97,369
60,124,322
291,411,417
206,375,422
53,77,239
11,269,341
57,171,259
50,91,290
20,87,378
77,199,270
66,79,241
155,160,269
244,359,364
167,218,254
100,231,263
25,386,409
86,232,283
264,303,307
168,200,338
15,100,209
17,289,295
58,110,263
280,372,378
100,229,326
9,82,129
43,75,326
15,243,286
90,302,401
60,283,354
78,238,252
76,361,405
30,119,217
300,400,415
404,424,425
171,174,294
43,77,118
171,280,358
81,130,278
61,79,239
399,423,425
17,105,133
31,312,381
40,111,174
9,82,275
10,150,217
28,132,152
9,16,71
89,227,319
76,189,216
340,347,393
93,190,297
57,317,357
35,61,264
2,216,353
140,277,331
352,410,419
136,342,355
56,127,193
25,330,428
199,224,418
22,103,123
15,234,277
3,252,263
5,25,114
107,210,305
110,172,288
218,254,264
93,94,141
143,352,368
416,418,422
84,120,228
70,342,407
97,110,211
36,63,123
8,265,394
90,126,290
69,248,279
279,294,298
213,383,384
73,306,387
137,211,413
11,252,256
88,154,173
76,191,219
117,335,407
3,43,80
189,202,230
82,311,316
110,167,276
282,315,379
117,199,273
99,112,199
44,196,324
13,35,209
8,78,274
10,62,104
121,145,244
0,47,126
227,235,380
85,277,318
24,285,317
55,79,343
195,349,417
144,360,406
50,92,299
75,172,260
12,96,125
74,143,271
320,350,385
197,215,268
20,83,326
11,108,111
273,391,414
85,169,219
102,202,262
180,336,374
14,214,303
214,225,267
6,236,318
7,158,329
46,52,89
185,210,211
55,124,191
22,236,293
52,163,289
424,426,427
27,74,112
135,190,245
33,127,154
22,23,251
17,48,419
66,95,128
182,325,391
333,404,427
189,331,340
19,81,131
56,96,308
286,346,413
22,38,157
363,399,421
46,48,91
166,374,393
156,238,271
84,388,390
35,135,138
24,60,235
7,9,40
321,365,414
20,36,80
167,314,354
137,206,336
14,20,360
69,246,337
11,21,106
220,221,359
146,369,378
24,56,263
0,38,130
402,422,423
77,198,289
4,5,134
136,268,385
54,148,178
193,198,255
53,114,142
108,126,224
59,231,374
49,316,413
10,192,380
0,193,272
97,181,272
41,211,281
5,178,226
162,165,202
84,144,194
328,382,384
231,409,428
87,148,206
12,246,296
29,115,255
40,112,157
8,17,336
86,348,397
122,229,322
132,261,374
225,387,399
68,299,350
247,282,368
78,282,352
284,344,389
62,119,261
97,227,238
4,205,332
64,116,173
242,405,412
7,162,250
278,305,382
62,385,389
89,304,364
77,207,242
132,205,251
127,158,292
154,275,335
225,234,325
28,64,107
37,170,340
159,181,406
84,170,348
332,342,407
264,302,371
29,387,390
143,237,427
23,56,223
324,406,412
130,183,212
23,100,149
42,202,297
16,58,62
106,394,411
39,418,427
64,392,398
161,368,399
114,317,344
81,151,255
76,194,341
42,213,418
275,344,370
3,24,282
14,138,152
68,144,185
221,233,353
132,263,269
61,177,329
172,215,380
190,315,332
121,326,328
27,245,272
34,122,269
258,397,400
108,220,232
184,304,391
12,87,285
303,381,420
365,379,384
3,126,270
145,195,229
30,73,165
1,228,325
182,216,313
256,313,319
49,86,248
9,103,282
201,297,304
253,308,345
6,23,260
358,416,424
55,210,261
233,347,375
11,216,239
186,200,367
254,341,381
6,39,249
251,284,417
188,240,375
119,312,327
247,346,396
26,308,365
144,161,178
244,362,396
238,353,375
88,268,318
58,202,316
113,205,211
360,385,391
95,104,137
55,105,378
79,272,314
4,250,320
22,119,183
35,177,359
92,175,271
94,218,307
31,327,349
173,198,352
71,208,396
65,168,306
22,53,182
196,205,231
160,323,343
46,131,278
103,326,338
343,356,371
145,169,246
101,113,412
140,303,304
54,69,165
7,67,83
88,114,200
274,384,401
298,323,346
193,283,298
118,295,407
339,403,410
67,106,119
127,257,299
19,200,290
98,288,318
138,208,304
347,369,377
45,122,160
5,34,215
328,371,393
230,322,358
118,343,360
24,345,378
3,51,194
7,61,148
142,322,362
100,133,181
1,169,255
100,151,239
234,287,307
131,197,226
130,187,251
340,379,392
69,192,207
213,233,401
112,272,361
59,149,241
165,267,284
225,310,350
262,299,312
37,329,337
69,128,143
32,51,77
293,385,391
310,351,410
45,123,144
143,300,301
109,173,213
55,89,238
109,253,408
212,392,409
106,164,195
342,372,387
381,421,424
46,221,329
95,208,225
68,235,287
91,101,103
332,359,382
39,99,281
158,195,291
142,228,275
80,339,356
288,335,340
58,73,95
64,151,154
384,388,393
201,219,264
204,234,349
208,373,386
285,317,348
1,124,271
30,44,107
95,250,300
321,362,406
75,123,137
142,377,423
18,201,426
42,71,103
45,382,398
18,191,275
177,243,248
222,244,290
138,223,358
37,54,180
273,389,392
83,121,237
21,62,77
20,23,82
263,277,425
10,65,376
129,190,192
337,367,369
95,104,243
262,402,414
345,351,391
114,140,188
29,170,288
117,150,335
99,227,395
144,245,411
210,281,319
71,211,225
26,74,300
71,106,142
8,23,99
162,179,187
204,268,358
104,137,305
126,212,213
42,65,133
45,185,301
53,88,147
39,147,200
12,161,171
27,158,174
96,258,383
286,364,377
146,178,375
105,111,212
158,278,318
203,338,339
250,309,338
139,367,377
25,135,157
237,376,378
129,132,217
303,356,373
51,244,321
217,241,334
64,70,162
4,91,189
142,209,395
155,163,342
2,341,417
89,138,159
297,324,330
79,332,359
33,110,301
243,340,414
149,196,283
281,303,344
185,294,371
47,253,324
32,33,102
45,194,371
116,282,407
53,356,404
90,296,309
220,388,395
115,347,351
52,141,223
26,108,114
49,230,399
20,115,116
372,408,427
19,20,50
106,141,186
218,296,306
1,119,245
4,21,112
63,203,295
101,153,177
196,224,331
28,96,284
260,373,377
264,330,334
67,243,253
47,174,294
155,333,402
188,276,398
134,207,313
49,159,277
10,73,90
58,157,184
134,164,291
12,117,421
392,414,426
226,265,320
257,387,418
76,164,330
54,57,136
8,29,52
177,212,368
113,180,245
347,362,403
364,400,415
2,159,189
36,315,366
72,81,169
46,156,249
223,270,330
153,300,423
241,393,400
17,199,270
344,388,418
353,404,420
350,367,394
170,374,420
162,193,305
366,412,425
10,188,283
88,234,402
94,166,172
221,269,344
15,54,126
42,164,208
312,403,420
197,209,259
65,84,295
124,158,192
117,160,246
216,232,304
221,229,309
104,111,157
263,272,415
162,309,374
197,222,342
60,71,87
13,248,280
390,425,426
94,152,274
145,232,241
25,58,128
83,168,210
47,60,293
238,283,302
80,152,399
227,252,277
42,237,279
102,218,252
139,256,388
0,18,360
3,70,198
1,155,229
28,146,240
371,372,406
11,53,168
86,338,406
38,60,337
274,397,409
61,87,102
57,220,242
184,327,389
103,163,270
46,96,163
209,274,295
0,67,179
57,312,335
121,235,273
273,399,409
70,239,286
6,249,271
94,268,317
14,63,180
39,88,116
9,56,292
61,93,266
51,125,363
6,131,134
62,140,173
14,31,168
136,250,382
44,165,192
257,304,331
48,281,367
185,191,273
30,104,285
328,413,419
112,122,327
56,179,242
139,148,200
126,278,410
88,207,222
128,217,265
152,160,283
102,116,134
93,298,339
131,151,205
258,363,373
49,260,372
396,398,408
361,412,422
37,72,222
121,226,422
69,135,154
46,128,387
269,320,355
34,43,194
2,13,41
318,416,423
13,366,421
337,356,400
198,206,247
11,85,150
66,237,323
187,307,380
70,76,133
186,207,316
0,35,40
161,287,342
47,262,380
48,217,298
57,249,419
32,292,331
172,190,208
255,415,424
113,172,183
125,135,247
64,85,139
134,141,227
266,333,386
258,285,286
139,204,315
78,240,333
201,224,248
38,249,308
40,86,144
31,171,260
141,332,383
287,389,410
0,36,299
230,325,361
16,137,244
148,153,369
113,197,276
165,202,215
37,80,117
280,296,310
18,232,248
40,301,320
199,251,279
12,32,108
90,279,282
70,206,310
267,341,403
6,157,352
153,181,289
62,191,224
141,156,271
417,420,424
161,290,347
219,345,358
375,390,403
66,159,271
293,314,324
39,130,232
74,403,426
121,131,214
30,261,333
81,220,350
117,385,407
151,237,354
31,269,279
27,93,267
98,169,236
39,52,179
10,127,204
318,369,411
65,242,286
4,48,98
45,124,274
302,311,379
21,73,143
68,86,346
311,369,373
257,289,315
41,187,301
111,160,297
48,97,163
66,334,357
305,395,401
129,176,292
63,406,421
281,308,336
140,330,349
51,84,86
262,265,376
14,251,288
118,166,257
105,155,169
101,182,254
21,23,262
136,183,207
43,101,182
125,266,294
41,156,241
294,313,324
123,379,391
168,341,357
52,161,213
90,129,166
48,190,419
24,87,247
170,234,307
303,361,366
38,81,201
16,67,415
159,296,336
50,198,365
96,165,170
139,181,361
79,109,118
49,320,325
4,72,98
171,176,377
251,352,379
94,108,156
36,212,258
80,180,204
362,411,416
75,229,310
329,345,346
67,183,197
38,164,245
166,276,314
275,416,427
7,386,393
109,110,148
15,66,286
44,167,355
280,301,353
7,354,362
33,107,276
19,219,285
19,132,176
376,383,412
41,120,364
357,374,379
308,370,372
143,175,408
202,293,300
140,184,313
32,98,122
262,378,418
132,291,328
167,174,254
55,103,397
316,354,365
215,240,355
76,99,136
41,125,215
84,186,367
85,200,258
275,306,357
31,118,291
327,355,366
45,228,296
120,216,302
72,80,317
49,302,311
192,402,404
288,334,346
360,392,396
248,320,413
135,175,396
133,206,252
246,420,421
151,199,214
8,41,59
317,363,377
124,164,185
233,246,380
306,370,376
238,414,426
59,179,216
33,196,324
50,128,174
28,56,337
68,203,223
122,209,363
27,323,368
60,270,334
63,128,226
347,398,410
109,319,392
28,141,240
15,34,179
170,172,184
163,228,265
256,284,285
150,224,239
183,412,419
83,107,222
68,161,214
184,315,335
293,297,336
14,50,176
111,153,254
65,187,223
138,373,417
18,163,182
90,113,265
185,195,352
133,321,351
58,72,133
99,194,319
67,93,151
193,370,396
85,250,311
394,397,427
2,154,356
198,264,351
78,146,181
22,40,372
123,267,339
265,386,394
221,376,384
44,348,380
131,179,312
47,190,294
79,147,164
75,191,326
26,146,244
290,328,365
149,408,417
419,420,424
83,249,255
186,334,340
223,319,353
166,376,425
